,tweet,sarcastic
2505,not being able to sleep is a bitch nofilterneeded naturephotography mothernatureneedsnofilter brokenangel itsokaynottobeokay minnesota,0
2506,king810 eyes i have never felt like this you and i were meant to be do not go away i will go to my grave about this cause you had me believing till our final days and right now i wanna die when you put me in the ground go deep deep deep,0
2507,got my coin today unfortunately it was chocolate but at least it was tasty goldorchocolate,0
2508,i am really devastated today that i got an opportunity to do something i love and it might already have to quit if you do not have one already this is a sign to get your drivers license because life is unfair sometimes,0
2509,my fiance got me a beautiful dancer ring made by the talented i love it so much and gives me an excuse to talk about critically acclaimed mmorpg ffxiv ,0
2510,happy trans visibility day all my beautiful strong and sexy trans peeps we are unapologetically ourselves ,0
2511,excited to present some research and listen to some studies at the iarr2021 conference ,0
2512,excited to present some research listen to some studies and learn some stats at the psypag2021 conference ,0
2513,loving how much narcissism and it is intra and interpersonal aspects are playing out in lokiepisode2 disney marvel,0
2514,why do i talk to my dog with a speech impediment,0
2515,the golden girls theme song gets me so hype,0
2516,does your pet have a middle name and what is it,0
2517,emmaraducanu will be claimed by the brits canadians romanians and chinese what a future she has ahead of her a star for life,0
2518,if the covid variants make its way to the letter ‘i’ it’ll be called the india variant but the indian variant will be the delta variant when we get to yankee and zulu it’s gonna be very confusing,0
2519,i’ve read versions of this before bush wanted any excuse to go to iraq he wanted to finish the job his dad started in the first gulf war,0
2520,good morning to everyone again except eddie reynoso his lab rats amp whoever the fuck is letting oscar valdez fight after failing a drugs test  just because it would be bad for business some things more important than money but not in boxing  clearly ,0
2521,im a football and actually cant stand rugby but i am a rob burrow fan,0
2522,what do you expect when pros are playing against village green players he should be able to do that every week against players many many levels below a pro player its no different from a pro footballer playing sunday pub league,0
2523,i support my brilliant and intrepid coworkers organizing for better wages and working conditions here at kuow soundstoriessoundwages,0
2524,2066587963,0
2525,spanish farmers block traffic with tractors to demand fair prices for producers,0
2526,best of luck to everybody taking part in the southend half marathon this morning hopefully my shins will hold out all hail deep freeze,0
2527,snowing here at roots hall coyb,0
2528,woken up at 254am by a mini earthquake seems it was felt across essex and kent 42 on the richter scale if automated tweets are correct,0
2529,i am a little late but the hamilton soundtrack is actually lifechanging,0
2530,new girl makes me so happy,0
2531,idk why but i love comfortable silence,0
2532,best weekend i am one very happy girl ,0
2533,listening to the rain when you are tucked up in bed is one of lifes simplest pleasures ,0
2534,resisting homemade cheesecake at work for 3 days in a row i should get a medal,0
2535,the french anthem is a banger love this gorgeous orchestration olympics,0
2536,it is simply brilliant it reels you in subtly so so good,0
2537,i’ll miss waking up and hearing all the exciting news from overnight i’ll miss the bbc coverage keeping me company during the day as i’m working i’ll miss the feeling that there’s more to come the following day…,0
2538,our mate has just broken the 48hour distance mountain bike world record hero superhero ,0
2539,calling all user researchers who fancies beta testing our new thing it’s good,0
2540,all humans should read today’s thread by my friend,0
2541,todays prelunch starter jelly beans ,0
2542,everyone seems to be younger than me these days and it needs to stop,0
2543,what is it about standing in the shower that makes it so easy to make important life decisions ,0
2544,football’s back nfl’s back james wan’s back with a horror this weekend is set up for absolute glory,0
2545,every year i watch soccer aid and i always forget that mark wright is an actually good footballer,0
2546,the best possible saturday night is going out for dinner and drinks having a couple too many and being home for match of the day happy weekend everyone,0
2547,waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle she is sitting up in bed practicing her nodding ,0
2548,every time i get a symptom i strongly associate with pregnancy i also get my brain going through all the shit that happened around that to deal with as well as said symptom birth trauma leaving us to deal with 100 tongue tied baby untreated the general no support of lockdown,0
2549,walking round the bedroomtrying to figure out where the weird smell is coming from it is the new moisturiser i just put on my arms it is me i am the source,0
2550,if covid didn’t happen i’d have free travel round the country now smh,0
2551,candy darling hits differently sometimes,0
2552,i need a line of duty convention lol i would go nuts and i’d think everything was reasonably priced bc of what i have to compare it to ,0
2553,i want to go back to last year when i properly discovered kpop and it was so fun and exciting,0
2554,twitter should change it so you can only read quotes but not see how many like “quotes” instead of “11 quotes”,0
2555,imagine if he sends a good morning message when he wakes up,0
2556,im getting my nails done today,0
2557,why do americans use paper plates for every meal when they’re in their own homes i desperately need to know the answer,0
2558,i got a copywriting internship ,0
2559,honestly cannot wait to give this a go x,0
2560,i got an hour’s detention cause somebody set my hair on fire and i stood up to pat it out x,0
2561,all time favourite,0
2562,i know i am not the only person who feels uneasy seeing people hug shake hands pat each other on the back peck each other on the cheek and more  on any telly programme these days actually not uneasy  horrified  socialdistancing,0
2563,bbccricket how often do two batters reach their century in the same over askingforafriend,0
2564,i disturbed a small wildlife meeting this morning on my short cycle ride a squirrel 4 green woodpeckers and a rabbit all hopped scampered or flew off in different directions as i came past like a scene from snow white or bambi felt blessed to be out still shielding,0
2565,life goal is to meet the australian swimming coach x,0
2566,after far too long i’m finally going to the theatre and i cant bloody wait,0
2567,the love island producers are rinsing the sour album,0
2568,ipswich town 202021 home shirt  uefa cup 40 year anniversary itfc,0
2569,manchester city 198991 home  hate to admit how nice of a kit this is as a liverpool fan manchestercity messi manchester football art poster,0
2571,hacksaw ridge has got to be one of the best films out there,0
2572,desperately need to go on a road trip around america,0
2573,can’t wait to watch phillip schofield opening his gin advent calendar every morning again,0
2574,not really if she had competed while knowing she wasnt performing at her best she could have dragged down the whole team by stepping down she did what was best for the team and allowed another to step up they won a silver olympic medal that is pretty damn impressive,0
2575,not sure what kind of work you do but most companies do offer pto as part of an employment package,0
2576,accountability includes appropriate consequences,0
2577,i am going to miss desperatehousewives sooo much so depressing that in 45 minutes it will be over forever ,0
2578,if someones not willing to fight for you then they do not deserve to be kept around moveon,0
2579,i forgive but never forget i do not hold grudges i just move on i suggest that you do the same,0
2580,praying this works out for me,0
2581,i’m well taken care of over here,0
2582,it b the memories we make everyday for me  ,0
2583,second hand embarrassment for anyone that actually queued to get into a nightclub last night,0
2584,so after 7 months of unemployment i start my new job on tuesday and then i move out next friday i’m over here buzzing but now my gear box is fucked and its going to cost £800 to fix it was supposed to be a good week,0
2585,why do people keep posting tiktoks with their headphone wires all knotted i can not cope with this why wouldn’t you sort out that wirey mess pls,0
2586,i fucking love rob beckett,0
2587,im gonna keep believing that andrew and tobey arent in nwh so if it doesnt happen i wont be disappointed but if it does i will scream and cry and mostly scream,0
2588,chris evans will simple just blink and i will scream that was everything king ur so cute,0
2589,if i said something like i drank hot chocolate and ice water in tandem would it be correct meaning i drank first one then the other,0
2590,i just cleaned up my following list if you feel i have unfollowed you in error let me know friends and family whose tweep names i didnt recognize fellow writers with whom i have interacted once or twice or more tweeple who just can not live without me yall lemme hear from you,0
2591,hey you yeah you you are cooler than the other side of the pillow,0
2592,the wanted making a comeback has officially made this the best day ever,0
2593,just because its 27 degrees outside doesnt mean i will not pretend its 7 degrees so i can wrap up in blankets drink autumn coffee put candles on and think about all things spooky,0
2594,this country is absolute crackers i love it so much,0
2595,i’m jealous of people that look good in their passport photos,0
2596,if only those pants were tighter ,0
2597,all my outfits would look so much better if i was tatted ,0
2598,you have reached fullblown adulthood when stacking coupons on top of cashapp boosts feels like an untouchable power move,0
2599,sometimes i will wake up earlier than usual so that i can have even more time to lay there doing nothing until i am late for work,0
2600,learned that a pokemon card i own has been selling for a high price lately so this is a great time to have no idea where my cards are,0
2601,tell u what it’s sooo nice to see things getting back to normal ,0
2602,first night out to the pubs and my appearance has already been picked on and i’m crying fairs to say i’m gutted x,0
2603,i’ve actually given myself an angry headache reading all this shit today i’m so upset at how we’ve allowed meghan and others to be treated piers morgan is an arsehole i feel ashamed to be british and i want to see change,0
2604,this unlocked a series of deeplyburied childhood memories yep you can definitely tell whose jumper is whose by smell,0
2605,look i just feel like fire brigade called to cut child out of decorative marble cemetery swing is a legacy i would be happy to leave on this earth,0
2606,do not apologise for the good tweet dulux,0
2607,hate people who moan about every single thing possible ,0
2608,going out is overrated on the couch watching serial killer documentaries is how i like to spend my fridays ‍,0
2609,walking home from work and it’s dark so i’m a bit jumpy notice someone following me on the other side of the road so speed up the follower also speeds up legged it all the way home and realised that i’m 26 and literally scared of my own shadow ,0
2610,love and kindness are never wasted they always make a difference they bless the one who receives them and they bless you the giver” — barbara de angelis bekind inspirationalquote,0
2611,enjoyed every moment of watching our fabulous team gb compete in the olympic gymnastics sotalented,0
2612,pretty cupcakes sprinkled,0
2613,tom hardy in any film,0
2614,mcgregor is a better boxer than tyron though,0
2615,the best thing is greg paul’s face in the back,0
2616,every break i rediscover my love of reading for pleasure only for it to feel like a chore again when classes starts ,0
2617,frozen bananas peanut butter cacao powder almond milk blend you will not be disappointed oh my gosh 1010 best homemade ice cream ,0
2618,rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh,0
2619,how to access alternate characters on the ipad via,0
2620,delitteruk this is our place not just yours keep it litter free,0
2621,hello,0
2622,rumors of an october lockdown circulating only make me feel like if there is one it is time to a consider the governments efforts an utter failure and b start to confront unvaccinated loved ones,0
2623,what a showing from the whole squad champions down grealish and sterling pocketed no kane needed dreamland come on you spurs coys totmci,0
2624,can not help but feel a bit pissed off with kane after this it is fair he wants to leave but he signed a contract he doesnt get to throw a hissy fit and get a transfer that is financially unjustifiable it is an unimaginably huge privilege to play football professionally turn up,0
2625,i can’t imagine being a poc in america right now seeing the epitome of white privilege as this people with guns storm into a government building amp yet are not being tear gassed or shot at,0
2626,i didn’t realize how powerful and impactful it would be for me as a woman to see a woman elected to one of the highest offices in the world,0
2627,a president who acknowledges the existence of systemic racism climate change trans lives science  this gives me hope,0
2628,emma raducanu is a joke astonishing achievement future of women’s tennis for the next 15 years ,0
2629,dirty from hamilton there f1,0
2630,the last football game i went too 1 year today what a night  ncfc,0
2631,after being mom shamed because my two and a half year old wasnt going on the potty she indicated it was her time she has 100 record goes without being prompted and pulls up and down her own panties do not let anyone make you feel less,0
2632,after a valiant fight my aunt is being taken off the vent not covid related but a huge loss for my family it is truly a sad day,0
2633,tell my 18 month old to not put what is in her hand into her mouth her solution try to shove it in moms mouth olilogic,0
2634,just read annie on my mind for the first time…,0
2635,tw suicide i got on just before the empire state building stop and the only fact the cheerful recorded voice gave us was how many people have died jumping off of the building then an awful cover of “welcome to new york” started playing 010 would not recommend,0
2636,anyone else have that one person who you’ve been getting wrong number calls for since you got a cell phone in 2007,0
2637,reading academic writing with the theoretical framework of being a hater,0
2638,went to a conference room for one of my art history classes and it was like the last supper of queers bc we all decided to sit next to each other,0
2639,my mom oh i was friends with justin briner’s mom in high school and i kissed his gay dad,0
2640,without looking it up how long has it been since that ship blocked the suez,0
2641,just found out crossfire is still huge and theres a console ver coming out soonish best bed time story i have ever heard,0
2642,new doctor sexual preference me what are my options,0
2643,i just wanna do hot girl shit with my friends,0
2644,my new hobby is forcing my nontumblr bf to watch commentary videos on weird tumblr shit that i personally witnessed and survived,0
2645,the bob ross documentary broke my heart i am so angry,0
2646,my boyfriends 4 year old son now likes beyoncé myjobisdonehere,0
2647,really looking forward to the day when all my callstexts do not involve depressing updates cancersucks,0
2648,remember that time when i was grieving and realized i have been wearing the same shirt for three days good me either,0
2649,i’ve grown a lot  when people say slick shit  i just laugh nowadays‍ if you ain’t coming to me w no real money  do not hit my phone ,0
2650,i worked hard to get to where i am in life so it offends me when someone tries to knock my hustle when they don’t know shit about what i got going ,0
2651,it’s a great feeling knowing that i receive the rarest form of love on a daily … unconditional love is something most people never get to experience so i cherish this blessing that god has given me because he came at the right time  3yearsdown blacklove,0
2652,i loved them all but positions made me so emotional i remember watching ariana use her looping machine on youtube years ago and it brought back so many memories her energy and talent has always been a light in my life ,0
2653,ariana literally can’t make a bad song i said what i said,0
2654,i love lorde goodnight,0
2655,drinking 4 beers and getting on google maps to look at how street layouts and residential layouts are different in other countries,0
2656,drinking blue moon eating tuna salad with crackers living large right now,0
2657,i love video games,0
2658,bruh chili slaps,0
2659,hay bales are forbidden tater tots,0
2660,we have moved from spoopy season to soupy season,0
2661,if you build your life on god’s love suffering drives you deeper into the source of your joy if you build your life on worldly things when suffering comes it will drive you away from your joy,0
2662,he has made everything beautiful in its time,0
2663,i’ve tasted and seen of the sweetest of loves where my heart becomes free and my shame is undone,0
2664,embraced the fact i am becoming an old woman and ordered myself a knee pillow for bed i can not wait to wake up without hip pain ,0
2665,fifteen minutes until i get into london after almost 2 years without visiting  i might start crying when i see a red bus,0
2666,is adulthood really just doing lots of things then feeling absolutely exhausted for the rest of the day,0
2667,i was getting off the skii lift today and this dude bumped into me and goes “oh i’m sorry little guy”  im literally 20 also a girl,0
2668,if there isn’t a season 2 for never have i ever on netflix im going to cry,0
2669,i swear some people come to the library just to breathe heavily out of their mouth,0
2670,new vid alert  powerbeats pro wireless headphones unboxing and review feat alex go check these out,0
2671,new heated socks review are they any good find out for yourself ,0
2672,when is season 5 of lucifer coming after corona is gone,0
2673,florence pughs nose,0
2674,so good man,0
2675,ackley bridge series 3 really has no chill,0
2676,no commentary audio channel on for the michigan notredame game just background and field noise what is the problem,0
2677,just straightup surprise cried over the new xfinity et holiday ad thanksgiving,0
2678,i am enjoying this tournament way more than i expected and i already came in at an 11 loud claps jumping around my living room jeopardygoat,0
2679,how long do you have be out of school before you stop cringing every time you see a school bus,0
2680,i just had to call and explain to my bank that the 3 donations this past week to the were not fraudulent charges and that i did in fact intent to make them,0
2681,if your mom isn’t your best friend i feel really bad for you,0
2682,i’ve rediscovered kylie minogue and honestly she’s got me through the first week of 2021,0
2683,mad how a bit of fake tan makes you feel like a new person like a more confident bronzed person ,0
2684,i dunno where i was when i was dreaming last night but i woke up with sunglasses on,0
2685,not everyone but most of the people i’ve encountered in austin are some of the rudest people i’ve met this city prides itself on being diverse and a “safe space” but people won’t even say good morning or look in your directionacknowledge you ,0
2686,and if you’re not going to vaccinate yourself stay home wear a mask when you go out etc know that not being vaccinated means you have a moral responsibility to do your best to not spread this disease,0
2687,what does coldplay put into their music that makes me always want to cry,0
2688,i misspoke  knockdown instead of lockdown  feels right,0
2689,pironkova it’s just a game serena i am the game,0
2690,i have gotta start thinking seriously about abandoning apple music ipod etc letting music find me on the likes of bandcamp nothing human in provider that plays albums out of order and denies files bought on other platforms playability on their device,0
2691,does anybody actually fucking like priti patel,0
2692,feel like pure shit just want my account back,0
2693,shoutout to whoever invented watermelons,0
2694,imagine looking at your newborn baby girl and naming that shit brogan,0
2695,republicans will say “the republican party ended slavery” like that means it’s ok that they’re trying to bring it back,0
2696,happy valentines day i hope everyone gets pregnant so we can have more scorpios in the world,0
2697,spa night in london booked with the girls ‍,0
2698,dating apps are like trying to find a snack in the fridge the day before your food shop no matter how many times you lower your expectations there are no snacks,0
2699,i had a dream last night that a talking snake was trying to kill me with a bow and arrow i don’t know how that would work but just a little insight into what goes on in my brain,0
2700,i still can not believe maisie and i are seeing marianas trench heaven truly is a place on earth,0
2701,can u believe shaz hung up on me to see if her mark tweet sent where is the justic e ,0
2702,i wanna do the best friend thread for u too nico but i hav to pack for holiday i will do it sometime tho,0
2703,its too many bugs,0
2704,this semester gon have to finish itself  im so drainedddddd,0
2705,getting ready is better than going out,0
2706,absolutely prepared to ditch wow for ffxiv at this point,0
2707,only 10 minutes into aewallout and i am already pumped when was the last time the wwe did this,0
2708,the meaning behind little talks  has to be the most pure example of love i have heard in a song for at least a little while iloveyou,0
2709,if your flight is delayed more than the length of the flight itself everyone should get free booze cc,0
2710,a day in the life of me today i googled “air bud quotes” for something workrelated,0
2711,fun fact nelson mandela once played john wilkes booth in a prison theatre production themoreyouknow,0
2712,10 years today since i left school i’m in shock ,0
2713,why am i obsessed with frozen 2 ,0
2714,i’m back at my beloved mecca bingo and i’m very very very happy about it ,0
2715,ask if there is a continuity team you can be a part of or if you can see the same midwife throughout your pregnancy easier to ask questions and raise concerns to a familiar person,0
2716,quite poetic to have my last midwifery exam and my first midwifery job interview on international day of the midwife idm2021,0
2717,idliketogetpaidfor working full time 125 hr shifts night duty and weekends while training to be a midwife,0
2718,i know it’s still summer but being curled up on my couch with a pumpkin spice latte on a rainy sunday has me feeling some type of way,0
2719,this weekend i hit a delivery biker with a car door and my uber score still increased ,0
2720,in other news a man called me ‘scary looking’ at whole foods yesterday and then asked to use me for his art,0
2721,some of my fondest memories were formed during glenn roeders time as manager terribly sad news,0
2722,mixing up the wfh routine by working in the living room means bubbles watching my every move bunnies rabbits pets,0
2723,the wonderful rik mayall would have been 63 today one half of my favourite sitcom of all time and genuinely delightful funny and all round beautiful man,0
2724,suns to the finals lets go rallythevalley,0
2725,i am thinking thieves 100t lcs,0
2726,my new glasses prescription is messing with my head so bad didnt realize how horrible my eyes got in two years and now i am seeing in hd again,0
2727,my new apartment in the city is across the street from an old cemetery how phoebe bridgers of me,0
2728,finding my bliss muting people’s instagram stories,0
2729,who signed me up for a lifetime subscription to my own thoughts,0
2730,know i told myself and my loved ones id hold out longer but i do not think i can this is it i told myself i would do something else before id do this again but you know lifes short and i want to watch the sopranos for a 9th time sopranos,0
2731,yall ever put a splash of pickle brine in your spaghetti its actually not bad claussenpickles food,0
2732,this is a great month for me newworldmmo comes out and literally the 1st of october im going to see themanysaintsofnewark if its 2 things people know about me is that i love mmos and the sopranos,0
2733,the bruins announce that chris kelly has been named an assistant coach for the boston bruins adam mcquaid has been named player development coordinator and ryan mougenel has been named head coach of the providence bruins,0
2734,final red sox lose to the rays 81 less than 24 hours after scoring 20 runs — the sox finish with just one run off of two hits,0
2735,wander franco closes out an 11pitch atbat with a tworun homer off of houck 31 rays in the sixth,0
2736,i’m at the age where i’m excited about casseroles i’m s c a r e d,0
2737,that moment when a winter storm keeps people at home more than the pandemic has,0
2738,hey twitter how do you twitter now a days,0
2739,do not get to as many games as i would like but always pick up a programme when available,0
2740,red light indicates doors are secured arctic monkeys which could also be included in a separate question of songs that include the title only once in the lyrics,0
2741,evesham and bedworth were presumably ticket priority games for cup matches i remember leaving the one in december after half an hour because i had to be somewhere else,0
2742,10 things i hate about you is the best movie of all time,0
2743,what ever happened to the lizzie mcguire reboot,0
2744,i just wanna move to italy already,0
2745,something about being up late and seeing toonami trending satisfied a weird nostalgic longing in me i didn’t expect,0
2746,you completely deserve it amp are crushing it 100  which reminds me i need to get you about having one of your aggretsuko covers made into a print for our sanrio theme bathroom bc no have no wall art up,0
2747,if you arent angry about of banning adult content you are whorephobic sorry not sorry if your activism doesnt include the wants needs ampdesires of all marginalized groups of which sws are amp often intersectionally then you are nowhere near as liberal as you believe,0
2748,i never want to be friends with the people who bring paint pens specifically to graffiti a bathroom,0
2749,so many cute dogs at ikea rn,0
2750,overly caffeinated and under prepared for the day,0
2751,gma you just misgendered jordan cofer victim in the dayton shooting again please do better,0
2752,staterepsara il needs to be a leader in the fight to protect womens rights it is time to modernize illinois abortion law and pass the reproductive health act please vote yes rhainil twill,0
2753,gonna sleep soundly after my tbcresolutionremix barredio class river north ,0
2754,there is nothing wrong with showing concern when the next second in command of the free world has no respect for minorities boycotthamilton,0
2755,joanneworldtour i have literally been refreshing twitter for 2 hours oh my god,0
2756,i registered for the kesha presale to get tickets early you should too register here,0
2757,it feels so good to finally be home and in our bed,0
2758,wish i knew how to play hockey ,0
2759,just got grease on my fav pants right before work with no time to go home and change so now i just get to be sad for 8 hours in the pants that i ruined,0
2760,my friends supporting my little business has to be the most heartwarming thing so lucky,0
2761,meeting really was the best day of my life what do i do now lol,0
2762,being sad cutting my gt cutting hair gt my hair being sad  me,0
2763,just impulse bought a mandolin and in 35 buisness days i will impulse learn some jigs,0
2764,there isn’t a labor shortage no one wants to work at a minimum wage job with no benefits where hogs amp karens get free meals and coupons for throwing tantrums idk how this is news to anyone under 30,0
2765,watching the sopranos is neat the overarching theme of characters dealing with the dissonance of real life vs nostalgiapopular entertainment portrayals of the mob is engaging also fun watching said badass mobsters dealing with the monotony of suburbia,0
2766,if you prefer chipotle over moes it’s honestly a deal breaker nothing can beat moes,0
2767,hot showers hit way harder in cold weather than in the summertime,0
2768,someone go see aladdin with me serious inquires only,0
2769,i’m a sick sick man,0
2770,white bitches vomiting on my shoes please take a step back before i elbow your face and one inch punch the fetus growing inside of you,0
2771,i love my life,0
2772,jfc huntington bank and united airlines have me fucked up,0
2773,man i really hate seeing two fucking idiots raising a baby,0
2774,i don’t feel comfortable being at work with all the covid shit rn cases at work and people coughing around me yet they offer no remote work even tho 75 of what i do can be done from home bullshit i hate this world,0
2775,maccies are becoming too regular,0
2776,ever had one of those weeks where each day brings a new problem to deal with n it stresses you to the limit,0
2777,the next 4 months just need to be skipped please,0
2778,joe biden amp i are both irishcatholics who grew up in scranton,0
2779,why is asking for a letter of recommendation so embarrassing,0
2780,saw a tesla with a license plate that said “ew gas”,0
2781,i need to be on a beach this sunshine is a tease,0
2782,well it has been a whole year but i finally forgot to mute my microphone in zoom so my whole class got to listen to me sing and talk to text for 5 minutes until my professor caught me good times lt3,0
2783,my heart actually hurts that i am a senior and not a freshman this year,0
2784,am i the only one who feels like the rerecording of you will be found is really dull like during the “have you seen this” part amp where they’re talking about the video blowing up like there’s no excitement whatsoever,0
2785,i hope lucas lallemant is smiling rn just sayin,0
2786,just finished s2 of obx and cleo becoming a pogue was the best thing that happened all season no criticisms,0
2787,the defunding of higher education is a purposeful action against leftism which educated people tend towards particularly in colleges of education writing and humanities where they are known to cluster “then take up a trade” is artfully packaged book burning,0
2788,true friendship is actually magical and i think the internet has reduced it down to mere likes and hobbies when its more like a soul meeting another than anything else,0
2789,i am not a simulation theorist but the groceries thing fucks me up i have never seen a neighbor get groceries i live in a big complex and i feel like i am getting them constantly also have u ever stayed at somebody’s house i have to remind people to eat lunch or they won’t,0
2790,sometimes i really feel like i need coffee to survive the day and i think that is what growing up is,0
2791,how soon is too soon to quit your first job  adultquestions,0
2792,i think about bagels more times a day than i would like to admit,0
2793,using jazz as a reading playlist has reminded me one thing i love ella fitzgerald,0
2794,it is over the journey is finally over just beat ffxiii and thus have completed every main series base final fantasy with the vast majority being done since jan of this year all but 1 and 15 hot take xiii is a very good game and yall complain too much about the linearity,0
2795,the tea party more like diet koch,0
2796,need a new job ,0
2797,i swear never have a conversation with your man about getting engaged getting married or having kids because you’ll never get the answer‍,0
2798,love the people in my life no matter what i go through anytime i need to talk they’re always there to listen ,0
2799,wish life was like sims where you can be in whatever career you want then create a fulfilled relationship after 20 amorous hugs in a row,0
2800,turning my head away from the ads that play at the gas pumps as a form of protest,0
2801,if i catch you feeding ducks bread and making their tummies hurt i swear to god,0
2802,i wish i loved my body,0
2803,how can i gain experience when every job requires experience,0
2804,if you don’t hear from me in the next four years don’t take it personally pharmacy school is tough ,0
2805,12 pounds lost in 1 month bitches it is over for you once i do this five more times,0
2806,i have stretch marks from losing weight ahdjfkfbckdkehdidb thanks body,0
2807,why can not the way i feel about weed also be the same way i feel about exercising,0
2808,also imagine that same school putting you in a dangerous and triggering situation because they will not take you out of those hotels even after complaining that men are catcalling and following you up to your floor in broad daylight  i hate the school for this it makes me feel ill,0
2809,i miss yall so much already  i got nothing to do but swipe on bumble and try to get the dogs attention,0
2810,i love my friends,0
2811,if i saw a capybara in person id probably throw up,0
2812,eddie kendricks discography is crazy,0
2813,in the studio asking folks so what do u do,0
2814,america needs better sex and reproductive education,0
2815,maternal morality is so much higher in the us than any other country in the world even higher for black women it is time to put research into womens health,0
2816,currently reading a beowulf translation by maria dahvana headley and the focus on the feminine and modern language has me captivated,0
2817,really wishing i was born 4 months eallrlier right about now election2016,0
2818,it is all fun and games until the bigot we have been making dumb memes of for the past year is hours away from becoming our next president,0
2819,if you didnt order the smores girl scout cookies this year i am rlly sorry,0
2820,souja boy always mad unprovoked,0
2821,protect your energy and elevate,0
2822,tyler the creator is really good,0
2823,why u being weird to me,0
2824,i love smoothies bc u can really eat half a bag of spinach and just not taste it at all,0
2825,i love grocery shopping,0
2826,started taking my medicine again let’s see if i stick to it this time ‼,0
2827,i want a kaleidoscope so bad,0
2828,i have this really good looking kimchi ramen but no bowl to put it in ,0
2829,i have been a member for 12 years pretty frustrated with the customer service today really hard to recommend them currently,0
2830,heading to bed ready for the weekend finally going to be putting the finishing touches on my basement construction,0
2831,just back from seeing bridesmaids surprisingly the movie was really good,0
2832,my stepmom really needs to go in a home shecrazy needstogointhehome,0
2833,does anyone else get really freaked out when seeing someone you’ve only known with a mask on without a mask for the first time,0
2834,the nfl is rigged change my mind ‍,0
2835,why is derrick lewis not on the top fighters list andre bishop and anthony johnson are and lewis would kill them please fix this,0
2836,why is his face blurred,0
2837,why type of lube did you order i may have extra in my detached garage,0
2838,so thankful for everyone in my life,0
2839,parents always mess up ur plans,0
2840,my throat hurts so bad rn,0
2841,people really don’t seem to understand that a vaccine and a cure are two completely separate things like we can’t cure covid but we can sure make sure less people have serious side effects by vaccinating them almost like exactly what the flu vaccine does ,0
2842,i have nothing clever or fun other than to say my heart breaks for jade carey and this is why one touch warmups for event finals are so important ugh,0
2843,simone biles is the strongest person i know and i will straight up fight anybody who tries to say something else also i would still die for grace mccallum she is so precious,0
2844,i had a dream nev from catfish tried to murder me,0
2845,thinkin about that one summer at church camp where i would randomly do the cat daddy who allowed that,0
2846,i have gone this entire morning thinking it was tuesday,0
2847,please for the love of god stay home so we can have halloween,0
2848,every night i fall asleep and hear the woofs my dog makes in her sleep  my heart is warm,0
2849,tell me why i thought north korea was actually bombing us when the tornado warning alarm came on,0
2850,who tf let me take summer session classes,0
2851,i love my writing teacher sm plsss,0
2852,now i’m no mathematician but pretty sure it doesn’t take 7 cops to arrest 1 person,0
2853,mask mandate was lifted saturday but over 34ths of the people in walmart are actually still wearing one i am thoroughly impressed,0
2854,when is the person trying to log into their apple account going to realize the texts are going to someone elses phone it will not stop,0
2855,if what i thinks getting announced does in fact get announced tomorrow morning i will be overjoyed,0
2856,anytime someone reposts joe rogan like he said something profound it’s an immediate unfollow for me,0
2857,finally found the perfect cowboy boots on ebay after searching for weeks ,0
2858,think i spent 8 hours playing animal crossing today,0
2859,i mean japan was the favorite,0
2860,i have withdrawn over 5 figures approaching 6 with no issue do not care g,0
2861,ppl really do not know what a joke is lmao,0
2862,the way piers morgan defenders will say that freedom of speech is dead as if piers didn’t have the freedom to spout nonsense about meghan markle for years i’m afraid what he’s experiencing now are these little things called consequences  piersmorgan,0
2863,some people are so cucked by the royals and for what lmao,0
2864,not asda having only one checkout lane open i’ve been standing in this line for like 20 minutes with my food slowly defrosting without people social distancing around me ,0
2865,are the gogglebox cast told to sit in the same place week in week out or is that just human nature,0
2866,most depressing thing about living in a damp student room even my fake flowers are wilting,0
2867,it makes me happy when i watch comedy panel shows and my favourite comedians get along we can all be friends,0
2868,thereceiptspodcast got me listening to old school usher ,0
2869,here for the gbbo and masterchef tweets only,0
2870,federervsdjokovic intense what a match,0
2871,congrats being a parent is the best ,0
2872,agree with this 100 he made mistakes but went through unimaginable grief and played through it got a lot of unwarranted hate from spurs fans i hope he gets a new club and does well,0
2873,this bunch of players is something special really are something to be proud of and a world away from the utter trash running the country,0
2874,bbc news  andrea levy small island and long song author dies aged 62,0
2875,when you are 7 years old biscuit seems to be a legit answer to the question what do you want to do today kids,0
2876,also two whole episodes this season with no davin at all  killjoys,0
2877,rmo any battery buffs understand this are they promising,0
2878,their website doesnt seem to mention axa nor thales unless contained within a pdf or media file,0
2879,wish from email newsletter today  05bn customers amazing if literally shoppers and not repeated transactions etc how we are doing 500m shoppers 1m merchants 200m items 100 countries,0
2880,an inspiring afternoon spent hearing the impact of fgm first hand from an incredible survivor one in three women will experience genderbased violence in their lifetime a shocking statistic that brings home the prevalence of this issue,0
2881,another brilliant initiative by lets do what we can to support those who need it most agenttechaway,0
2882,what a panel theres still time to sign up if your interested in all things user experience and peoplefocused design,0
2883,specialty starter or light bite featuring laverbread,0
2884,i suppose it will not harm his book sales either it would be said in conversation with madeley perhaps it was a freudian slip,0
